"final_hostname","final_ip","_time","final_ip_type","final_ip_subnet_network_type","final_ip_zone","final_ip_zone_location",metisCreatedDate,shortDescription,primarySupportGroup,primaryUsedBy
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Northern Europe UK","Aditya N Gujjelwar (BEG/ECH2-UK)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe2","Petr Novak (RBCB/MFO22)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Cob-","V Varun (MS/EEG12-PS)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Martina Bobotilova (INST)","Italy, Greece, Adria7","Martina Bobotilova (BD/SWD-QTE1)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Varol Celebi (FeP/MFI11)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Italy, Greece, Adria6","Vladan Jovicic (BD/SWD-QTE8)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Kor-","Balija Veeresh (BD/TOA-ETS4)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Regional Service - GB - EXT","Michael Harper (GB/SM-CSCLG)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","November 2024 AllUpdate","Regional Service - TR","Bilal Yazgi (GPL-LO74WMO)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Hungary4,"Nelli Kiss-Szecsi (MrP/TEF10)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Hungary2,"Janos Dora (XC-AS/EDS1-Bp)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe4","Paulina Pachocka (BD/ERA-SCE1)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",France3,"Christine Yvon (MA/SER)"
na,"10.141.156.181","2025-10-28T21:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Kor-","Nirav Nikhil (BD/DAD-DAN8)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria1","Claudia Dolmer (BT-IE/CSF2.5)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Hungary1,"Jozsef Szabo (PT-OG/EST1)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",France3,"Olivier Bessiere (GS/OSD1-EMEA14)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Italy, Greece, Adria6","Vasilije Luzajic (PciP/LOP2)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Kor-",
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","BSH: Migrated from HP SM-CMDB","Regional Service -Lod-","Anna Urbanek (GBS-HR1)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Portugal3,"Joao Marcelino (MA/SPO)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West5","Steven Watterott (XC-HWP/EPC2)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany North East4","Rena Weiss (C/CGA-RPC1)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe2","Marketa Divisova (RBCB/LOP12)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany North East3","Christian Kuebbeler (BT-IE/TER1.4-RS)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","WW ITFM ASSETS CSG","Karsten Raiser (M/PUR75)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Dilara Deger (DCEE/SLR-TR)","Turkey, Middle East1","Dilara Deger (DCEE/SPM-TR)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria4","Mirza Husetic (TS/SOE-EU1)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South West, Switzerland1","Thomas Lux (EM/MFT72)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","BSH: Migrated from HP SM-CMDB","Regional Service - CH","Melanie Golub (CH/SM-CSV)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",France3,"Veronique Fevre (PT/BOP-FR1)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","LL BSH Change - jau1be","Regional Service -Tt-","Edmund Huber (GDS-PS1C)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Cob-","Gopal Preethi Krishnan (BD/ERA-SPO5)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Kor-","Amritha Poojary (SX/ETE12-MM)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Eastern Europe2","Mariia Vertsiukh (HC/SEA-O2F)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South West, Switzerland2","Tim Fehrenz (HoP1/TEF34)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South West, Switzerland2","Benjamin Rabung (BMG-9DE/PAO1)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South5","Katja Reiner (C/TXV-GRM)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Marcel Kraus (FeP/LOP3)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria1","Florian Monka (BT-IE/TER4.5-RS)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Ivan Manolov (INST)","Italy, Greece, Adria7","Ivan Manolov (BD/CTG-BG)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Hungary2,"Csongor Miklos (XC-AS/EDR2-Bp)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Hungary2,"Gabor Tari (ME-EC/ENG52-HU)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West5","Raphael Diziol (XC-AS/EAM1-ADA)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle North1","Daniel Baudisch (LoP2/LOG11)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Max Koepple (EM-MA/ESA2)"
na,"10.142.101.185","2025-10-28T12:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria1","Mohamad Kheir Aldada (SO/OPM2.7-Mb)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","BSH: Migrated from HP SM-CMDB","Regional Service - US","Mary Ann Robitaille (GPL-LO11TK)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West4","Katrin Gauch (CR/AME1)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Kor-",". Ranjodh Singh (SDS/PJ-ESS23)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Kor-","Sudheer Garudadri Lakshmi Narasimha (MS/ECV15-PS)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South5","Sebastian Rey (C/CGA-TSR)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n\a","Germany Middle Feuerbach","Angela Butz (ME-EC/GP)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe4","Unal Jafarli (BD/SWD-BEB12)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West5","Katja Rehbach (BEG/ECP1)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","WW ITFM ASSETS CSG","Neha Kunal Mutha (SX/ETE13-MM)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South5","Lisa Wolf (GS/OBC131-EMEA1)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South West, Switzerland3","Jan Kristof Meyer-Brons (MA/LOW-Ka)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South4","Detlef Petrick (DC-MH/PRM11)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","HP Elitebook G660 G11","Regional Service - IT - EXT","Vito Giuseppe Santacesaria (IT/SM-CST)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Italy, Greece, Adria6","Danijel Jerkovic (BT-FS/SAL5-EU)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","WW ITFM ASSETS CSG","Benjamin Scheibitz (XC-HWP/EHM)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Manuel Wiedenhoefer (BD/ISA-NSC4)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South5","Mert Topkara (GS/HRZ3)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South West, Switzerland1","Stefan Krug (EM/ENS2)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West5","Sabine Gareis (XC-AS/EPE)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria1","Stefan Stadler (BD/SLA-DSE1)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Raimund Knorr (PS/ORG-WP)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe2","Jan Berny (PS/ETC4-Bj)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Roman Ritter (DC-MH/EME4)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",France3,"Adrien Lhoste (PT/SFR-KU1)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Niklas Otterstedt (DC/BDC32)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe3","Eva Barankova (KrnP/CLP)"
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-18T03:04:47.000+00:00",,"Business Link Spain_CSG",
na,"10.142.198.45","2025-10-22T15:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-10-17T03:03:21.000+00:00","n/a","Business Link Spain_CSG","Esther Salcedo San Juan (SO/OPM1.2-Md)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West5","Timo Graf (XC/BDO-BS)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Regional Service -Lod- - EXT","Aleksandra Witkowska (GPU-BE33)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South1","Stefan Hein (RtP1/PJ-NEW)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00",RITM005354449,"Asia/Pacific CN -Sgh-","Jingtian ZHANG (M/PUR83.1)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Benelux,"Dolf de Rouw (BT-IE/COR2-NL)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Hadi Olyaei Zahir (XC-AC/EIT3)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Business Link Germany_CSG","Aparna Kanthala (SO/ISD22)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n\a","Business Link Romania_CSG","Csilla Laura Pap (GS/OBR212-EMEA6)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe4","Unal Jafarli (BD/SWD-BEB12)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West5","Tejendra Raj Bandham (VM/ESB4-CB)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Italy, Greece, Adria7","Denisa-Carmen Onetiu (DCEE/SSM-RO)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Latin America - Region 3","Carlos Cervantes Chavez (BGSW/EGB5-MS)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Benelux,"Marie-France Leboeuf (HC/SBE-O2F)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Juergen Kossack (BIU/PAE3)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South West, Switzerland2","Florian Schmidt (GS/PEO1)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle North2","Denis Bockin (VM/EMH61-CP)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Northern Europe UK","Nigel Haynes (HC/SGB-O2F1)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe4","Maciej Jaskolski (BD/SWD-WDE8)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Martin Reif (PS/EVC4)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle North3","Thomas Boennemann (GR/FCM-Wa)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",France3,"Tina Reimann (MA/SWS2-FR)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Hungary2,"Barna Daniel Terjek (XC-AS/EDP2-Bp)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific IN -Kor-","Santhosh Basavaraj Aralaguppi (SX/ECT3-MM)"
na,"10.142.79.19","2025-10-24T08:00:00.000+0200","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle North3","Markus Krieg (VM-OSS/EPD2-EU)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a",Hungary2,"Mark Hornyak (ME-EC/ENG41-HU)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","November 2024 AllUpdate","Regional Service - TR","Mehmet Egi (FCLI1-PD)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle North3","Michael Oder (VM/EXA1)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific CN -Szh-","Beck YIN (VM/QMC-CN2)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West5","Harding Djakou Chati (VM/EQM-MB1)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle West5","Ulrike Krafft (VM/HRG)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South East, Austria4","Daniel Ritt (PS-SC/EHD2)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","BSH: Migrated from HP SM-CMDB","Regional Service - Western Europe","Sylvain Caudron (FR/SM-CSFP)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","BSH: Migrated from AssetsManagemet GB","Regional Service - GB - EXT","Amanda De Donato (GB/BA-OR2)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle Feuerbach","Slawa Slabospizki (ETAS-ECM/XPC-Fe4)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle North2","Juergen Scholz (VM/EYV3-LA)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Business Link Romania_CSG","Georgiana Pup (GS/PUI4-PP)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany South West, Switzerland5","Thomas Philipps (DCEM/SLL1)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany North East2","Antje Taeuber (PS-SB/EXE1)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany Middle South1","Isabelle Raible (ME-SE/EST-E3)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","BSH: Inventur SCCM","Regional Service -Btn-","Andreas Voelker (GPD-CGTF)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","WW ITFM ASSETS CSG","Thomas Frase (XC-CE/ECS1)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","North America - Asset Administration - Client HW","Colton Browder (PTNF/SAL4.6)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Regional Service - NE","Sarah Alfthan (PCP-SMNK)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany North East2","Florian Noeth (HC/SDC2-WUE2)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","LL BSH Create - mim6mu","Regional Service -Mu-","Stephan Traa (PCS-ABB)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","November 2024 AllUpdate","Regional Service - TR - EXT","Mert Ozturk (PCP-SMTM)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","November 2024 AllUpdate","Regional Service - TR - EXT","Hazal Cam (REM/MK-CGB)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","LA Dispatch","Jose Antonio Perez Flores (BMG-7AM/PAS42)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Central Europe4","Anna Krasucka (MA/SMS1-EO)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Turkey, Middle East1","Fares Fares (CR/RAR1-IL)"
